"id","givenName","familyName","middleName","unaccentedGivenName","unaccentedFamilyName","unaccentedMiddleName","nickName","honorificPrefix","honorificSuffix","honorificTitle","birthYear","deathYear","congresses"
"H000528","Walter","Herger","William","Walter","Herger","William","Wally",,,,"1945",,"[{""position"":""Representative"",""congressNumber"":100,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":101,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":102,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":103,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":104,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""CA"",""parties"":[""Republican""]}]"
"H001082","Kevin","Hern",,"Kevin","Hern",,,,,,"1961",,"[{""position"":""Representative"",""congressNumber"":115,""stateName"":""OK"",""parties"":[""Republican""],""electionDate"":""2018-11-13"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":116,""stateName"":""OK"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""OK"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""OK"",""parties"":[""Republican""],""electionCirca"":false}]"
"H001056","Jaime","Herrera Beutler",,"Jaime","Herrera Beutler",,,,,,"1978",,"[{""position"":""Representative"",""congressNumber"":112,""stateName"":""WA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""WA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""WA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""WA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""WA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""WA"",""parties"":[""Republican""],""electionCirca"":false}]"
"H001071","Jody","Hice","Brownlow","Jody","Hice","Brownlow",,,,,"1960",,"[{""position"":""Representative"",""congressNumber"":114,""stateName"":""GA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""GA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""GA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""GA"",""parties"":[""Republican""],""electionCirca"":false}]"
"H001077","Clay","Higgins",,"Clay","Higgins",,,,,,"1961",,"[{""position"":""Representative"",""congressNumber"":115,""stateName"":""LA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""LA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""LA"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""LA"",""parties"":[""Republican""],""electionCirca"":false}]"
"H000586","John","Hiler","Patrick","John","Hiler","Patrick",,,,,"1953",,"[{""position"":""Representative"",""congressNumber"":97,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":98,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":99,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":100,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":101,""stateName"":""IN"",""parties"":[""Republican""]}]"
"H001072","French","Hill",,"French","Hill",,,,,,"1956",,"[{""position"":""Representative"",""congressNumber"":114,""stateName"":""AR"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""AR"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""AR"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""AR"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""AR"",""parties"":[""Republican""],""electionCirca"":false}]"
"H000605","Rick","Hill",,"Rick","Hill",,,,,,"1946",,"[{""position"":""Representative"",""congressNumber"":105,""stateName"":""MT"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""MT"",""parties"":[""Republican""]}]"
"H000615","Van","Hilleary",,"Van","Hilleary",,,,,,"1959",,"[{""position"":""Representative"",""congressNumber"":104,""stateName"":""TN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""TN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""TN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""TN"",""parties"":[""Republican""]}]"
"H000624","Elwood","Hillis","Haynes","Elwood","Hillis","Haynes",,,,,"1926","2023","[{""position"":""Representative"",""congressNumber"":94,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":93,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":95,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":96,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":92,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":97,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":99,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":98,""stateName"":""IN"",""parties"":[""Republican""]}]"
"H000638","Andrew","Hinshaw","Jackson","Andrew","Hinshaw","Jackson",,,,,"1923","2016","[{""position"":""Representative"",""congressNumber"":93,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":94,""stateName"":""CA"",""parties"":[""Republican""]}]"
"H000641","Jon","Hinson","Clifton","Jon","Hinson","Clifton",,,,,"1942","1995","[{""position"":""Representative"",""congressNumber"":96,""stateName"":""MS"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":97,""stateName"":""MS"",""parties"":[""Republican""]}]"
"H000666","David","Hobson","Lee","David","Hobson","Lee",,,,,"1936",,"[{""position"":""Representative"",""congressNumber"":102,""stateName"":""OH"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":103,""stateName"":""OH"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":104,""stateName"":""OH"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""OH"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""OH"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""OH"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""OH"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""OH"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""OH"",""parties"":[""Republican""]}]"
"H000676","Peter","Hoekstra",,"Peter","Hoekstra",,,,,,"1953",,"[{""position"":""Representative"",""congressNumber"":103,""stateName"":""MI"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":104,""stateName"":""MI"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""MI"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""MI"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""MI"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""MI"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""MI"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""MI"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""MI"",""parties"":[""Republican""]}]"
"H000707","Martin","Hoke","R.","Martin","Hoke","R.",,,,,"1952",,"[{""position"":""Representative"",""congressNumber"":103,""stateName"":""OH"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":104,""stateName"":""OH"",""parties"":[""Republican""]}]"
"H001065","George","Holding","E.B.","George","Holding","E.B.",,,,,"1968",,"[{""position"":""Representative"",""congressNumber"":113,""stateName"":""NC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""NC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""NC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""NC"",""parties"":[""Republican""]}]"
"H000722","Harold","Hollenbeck","Capistran","Harold","Hollenbeck","Capistran",,,,,"1938",,"[{""position"":""Representative"",""congressNumber"":97,""stateName"":""NJ"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":96,""stateName"":""NJ"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":95,""stateName"":""NJ"",""parties"":[""Republican""]}]"
"H001074","Joseph","Hollingsworth","Albert","Joseph","Hollingsworth","Albert","Trey",,"III",,"1983",,"[{""position"":""Representative"",""congressNumber"":115,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""IN"",""parties"":[""Republican""],""electionCirca"":false}]"
"H000729","Clyde","Holloway","Cecil","Clyde","Holloway","Cecil",,,,,"1943","2016","[{""position"":""Representative"",""congressNumber"":100,""stateName"":""LA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":101,""stateName"":""LA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":102,""stateName"":""LA"",""parties"":[""Republican""]}]"
"H000747","Marjorie","Holt","Sewell","Marjorie","Holt","Sewell",,,,,"1920","2018","[{""position"":""Representative"",""congressNumber"":93,""stateName"":""MD"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":94,""stateName"":""MD"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":95,""stateName"":""MD"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":96,""stateName"":""MD"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":97,""stateName"":""MD"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":98,""stateName"":""MD"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":99,""stateName"":""MD"",""parties"":[""Republican""]}]"
"H000776","Larry","Hopkins","Jones","Larry","Hopkins","Jones",,,,,"1933","2021","[{""position"":""Representative"",""congressNumber"":100,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":96,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":102,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":97,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":98,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":101,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":99,""stateName"":""KY"",""parties"":[""Republican""]}]"
"H000789","John","Horn","Stephen","John","Horn","Stephen","Steve",,,,"1931","2011","[{""position"":""Representative"",""congressNumber"":103,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":104,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""CA"",""parties"":[""Republican""]}]"
"H000797","Frank","Horton","Jefferson","Frank","Horton","Jefferson",,,,,"1919","2004","[{""position"":""Representative"",""congressNumber"":88,""stateName"":""NY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":89,""stateName"":""NY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":90,""stateName"":""NY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":91,""stateName"":""NY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":92,""stateName"":""NY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":93,""stateName"":""NY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":94,""stateName"":""NY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":95,""stateName"":""NY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":96,""stateName"":""NY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":97,""stateName"":""NY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":98,""stateName"":""NY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":99,""stateName"":""NY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":100,""stateName"":""NY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":101,""stateName"":""NY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":102,""stateName"":""NY"",""parties"":[""Republican""]}]"
"H000807","John","Hostettler","Nathan","John","Hostettler","Nathan",,,,,"1961",,"[{""position"":""Representative"",""congressNumber"":104,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""IN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""IN"",""parties"":[""Republican""]}]"
"H000814","Amory","Houghton",,"Amory","Houghton",,,,"Jr.",,"1926","2020","[{""position"":""Representative"",""congressNumber"":105,""stateName"":""NY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""NY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":102,""stateName"":""NY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":101,""stateName"":""NY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""NY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":100,""stateName"":""NY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":103,""stateName"":""NY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":104,""stateName"":""NY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""NY"",""parties"":[""Republican""]}]"
"H001067","Richard","Hudson",,"Richard","Hudson",,,,,,"1971",,"[{""position"":""Representative"",""congressNumber"":113,""stateName"":""NC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""NC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""NC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""NC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""NC"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""NC"",""parties"":[""Republican""],""electionCirca"":false}]"
"H001057","Tim","Huelskamp",,"Tim","Huelskamp",,,,,,"1968",,"[{""position"":""Representative"",""congressNumber"":112,""stateName"":""KS"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""KS"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""KS"",""parties"":[""Republican""]}]"
"H000912","Michael","Huffington",,"Michael","Huffington",,,,,,"1947",,"[{""position"":""Representative"",""congressNumber"":103,""stateName"":""CA"",""parties"":[""Republican""]}]"
"H001058","Bill","Huizenga",,"Bill","Huizenga",,,,,,"1969",,"[{""position"":""Representative"",""congressNumber"":112,""stateName"":""MI"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""MI"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""MI"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""MI"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""MI"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""MI"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""MI"",""parties"":[""Republican""],""electionCirca"":false}]"
"H000948","Kenny","Hulshof",,"Kenny","Hulshof",,,,,,"1958",,"[{""position"":""Representative"",""congressNumber"":109,""stateName"":""MO"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""MO"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""MO"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""MO"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""MO"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""MO"",""parties"":[""Republican""]}]"
"H001059","Randy","Hultgren",,"Randy","Hultgren",,,,,,"1966",,"[{""position"":""Representative"",""congressNumber"":112,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""IL"",""parties"":[""Republican""]}]"
"H001048","Duncan","Hunter","Duane","Duncan","Hunter","Duane",,,,,"1976",,"[{""position"":""Representative"",""congressNumber"":115,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""CA"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":111,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""CA"",""parties"":[""Republican""]}]"
"H000981","Duncan","Hunter","Lee","Duncan","Hunter","Lee",,,,,"1948",,"[{""position"":""Representative"",""congressNumber"":97,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":98,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":99,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":100,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":101,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":102,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":103,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":104,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""CA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""CA"",""parties"":[""Republican""]}]"
"H001073","William","Hurd","Ballard","William","Hurd","Ballard",,,,,"1977",,"[{""position"":""Representative"",""congressNumber"":114,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""TX"",""parties"":[""Republican""]}]"
"H001060","Robert","Hurt",,"Robert","Hurt",,,,,,"1969",,"[{""position"":""Representative"",""congressNumber"":112,""stateName"":""VA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""VA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""VA"",""parties"":[""Republican""]}]"
"H001014","Asa","Hutchinson",,"Asa","Hutchinson",,,,,,"1950",,"[{""position"":""Representative"",""congressNumber"":105,""stateName"":""AR"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""AR"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""AR"",""parties"":[""Republican""]}]"
"H001011","J.","Hutchinson","Edward","J.","Hutchinson","Edward",,,,,"1914","1985","[{""position"":""Representative"",""congressNumber"":88,""stateName"":""MI"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":89,""stateName"":""MI"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":90,""stateName"":""MI"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":91,""stateName"":""MI"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":92,""stateName"":""MI"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":93,""stateName"":""MI"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":94,""stateName"":""MI"",""parties"":[""Republican""]}]"
"H001015","Timothy","Hutchinson",,"Timothy","Hutchinson",,,,,,"1949",,"[{""position"":""Representative"",""congressNumber"":104,""stateName"":""AR"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":107,""stateName"":""AR"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":105,""stateName"":""AR"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":106,""stateName"":""AR"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":103,""stateName"":""AR"",""parties"":[""Republican""]}]"
"H001022","Henry","Hyde","John","Henry","Hyde","John",,,,,"1924","2007","[{""position"":""Representative"",""congressNumber"":101,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":102,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":104,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":97,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":100,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":96,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":98,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":103,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":94,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":95,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":99,""stateName"":""IL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""IL"",""parties"":[""Republican""]}]"
"I000023","Robert","Inglis","Durden","Robert","Inglis","Durden",,,,,"1959",,"[{""position"":""Representative"",""congressNumber"":103,""stateName"":""SC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":104,""stateName"":""SC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""SC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""SC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""SC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""SC"",""parties"":[""Republican""]}]"
"I000024","James","Inhofe","Mountain","James","Inhofe","Mountain",,,,,"1934",,"[{""position"":""Representative"",""congressNumber"":100,""stateName"":""OK"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":101,""stateName"":""OK"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":102,""stateName"":""OK"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":103,""stateName"":""OK"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":103,""stateName"":""OK"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":104,""stateName"":""OK"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":105,""stateName"":""OK"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":106,""stateName"":""OK"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":107,""stateName"":""OK"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":108,""stateName"":""OK"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":109,""stateName"":""OK"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""OK"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""OK"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""OK"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""OK"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""OK"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""OK"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""OK"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""OK"",""parties"":[""Republican""],""electionCirca"":false}]"
"I000029","Andrew","Ireland","Poysell","Andrew","Ireland","Poysell","Andy",,,,"1930",,"[{""position"":""Representative"",""congressNumber"":98,""stateName"":""FL"",""parties"":[""Democrat"",""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":101,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":95,""stateName"":""FL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":99,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":100,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":102,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":97,""stateName"":""FL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":96,""stateName"":""FL"",""parties"":[""Democrat""]}]"
