"state","district","avg_dem_margin"
"MASSACHUSETTS",4,0.29451226399714
"MASSACHUSETTS",5,0.506439795549829
"MASSACHUSETTS",6,0.204134829687499
"MASSACHUSETTS",8,0.487581031291299
"MASSACHUSETTS",9,0.216579803334336
"MICHIGAN",1,-0.122097116714132
"MICHIGAN",2,-0.250583849365058
"MICHIGAN",3,-0.136594489798492
"MICHIGAN",4,-0.278125582007089
"MICHIGAN",5,0.272068273526707
"MICHIGAN",6,-0.14582239497424
"MICHIGAN",7,-0.12918023818212
"MICHIGAN",8,-0.0905909725560301
"MICHIGAN",9,0.239112590918641
"MICHIGAN",10,-0.342320946990867
"MICHIGAN",11,-0.0542292296866475
"MICHIGAN",12,0.379854677967574
"MICHIGAN",13,0.66304379305361
"MICHIGAN",14,0.63289142379574
"MINNESOTA",1,0.0798991133937449
"MINNESOTA",2,0.0239806952899712
"MINNESOTA",3,0.11288521535515
"MINNESOTA",4,0.31759309493205
"MINNESOTA",5,0.481689548182583
"MINNESOTA",7,0.0577287551224739
"MINNESOTA",8,0.0101536856559725
"MISSISSIPPI",1,-0.357723512892319
"MISSISSIPPI",2,0.36112980591291
"MISSISSIPPI",3,-0.33646896727192
"MISSISSIPPI",4,-0.410661797319968
"MISSOURI",1,0.604366013556263
"MISSOURI",2,-0.176960292408772
"MISSOURI",3,-0.382640389477178
"MISSOURI",4,-0.367584563688538
"MISSOURI",5,0.199899925875667
"MISSOURI",6,-0.368652787421294
"MISSOURI",7,-0.392871985372783
"MISSOURI",8,-0.509166231518736
"MONTANA",0,-0.120680585404854
"NEBRASKA",1,-0.312635095822872
"NEBRASKA",2,-0.0119986944234848
"NEBRASKA",3,-0.539522065993008
"NEVADA",1,0.312953569135193
"NEVADA",2,-0.236500398274455
"NEVADA",3,-0.0387444162410633
"NEVADA",4,0.0472814646979095
"NEW HAMPSHIRE",1,0.031539976025097
"NEW HAMPSHIRE",2,0.0877417605905483
"NEW JERSEY",1,0.276682284845555
"NEW JERSEY",2,-0.126188817411099
"NEW JERSEY",3,-0.0608718539315657
"NEW JERSEY",4,-0.263036572744688
"NEW JERSEY",5,0.00230611823918524
"NEW JERSEY",6,0.257280031380916
"NEW JERSEY",7,-0.0869243979355274
"NEW JERSEY",8,0.588414582360265
"NEW JERSEY",9,0.41511486728888
"NEW JERSEY",10,0.758257730159895
"NEW JERSEY",11,-0.0851132510975361
"NEW JERSEY",12,0.337729721318682
"NEW MEXICO",1,0.212112905450141
"NEW MEXICO",2,-0.156363474820052
"NEW MEXICO",3,0.251070349630932
"NEW YORK",1,-0.0208400004807191
"NEW YORK",2,-0.135250482231353
"NEW YORK",3,0.157059470167088
"NEW YORK",4,0.215418644441464
"NEW YORK",5,0.784487441281596
"NEW YORK",6,0.420607092677962
"NEW YORK",7,0.767611925255438
"NEW YORK",8,0.759678126599585
"NEW YORK",9,0.749598958879256
"NEW YORK",10,0.593175470684717
"NEW YORK",11,-0.0427526948260254
"NEW YORK",12,0.661367808901816
"NEW YORK",13,0.866116943202769
"NEW YORK",14,0.645689227596357
"NEW YORK",15,0.90243493149302
"NEW YORK",16,0.526512158721798
"NEW YORK",17,0.221582050715782
"NEW YORK",18,0.108141060344866
"NEW YORK",19,-0.0313758848895365
"NEW YORK",20,0.310348350934689
"NEW YORK",21,-0.149121648089515
"NEW YORK",22,-0.053070788464824
"NEW YORK",23,-0.117485688882772
"NEW YORK",24,-0.0358036956587642
"NEW YORK",25,0.189896275396183
"NEW YORK",26,0.470944580828035
"NEW YORK",27,-0.14123277527996
"NORTH CAROLINA",1,0.377763938835779
"NORTH CAROLINA",2,-0.0456098747675261
"NORTH CAROLINA",3,-0.307529488037183
"NORTH CAROLINA",4,0.439355417670545
"NORTH CAROLINA",5,-0.20907919245863
"NORTH CAROLINA",6,-0.092276908273459
"NORTH CAROLINA",7,-0.156666406566285
"NORTH CAROLINA",8,-0.144852739120487
"NORTH CAROLINA",9,-0.085418812093869
"NORTH CAROLINA",10,-0.237382464912002
"NORTH CAROLINA",11,-0.204526549633265
"NORTH CAROLINA",12,0.475390070525342
"NORTH CAROLINA",13,-0.165911897310769
"NORTH DAKOTA",0,-0.488625988923421
"OHIO",1,-0.155789386113177
"OHIO",2,-0.241651725355992
"OHIO",3,0.397094468663854
"OHIO",4,-0.329107496691102
"OHIO",5,-0.327546189518083
"OHIO",6,-0.310960378116794
"OHIO",7,-0.269101727915886
"OHIO",8,-0.392201407939084
"OHIO",9,0.373583137895883
"OHIO",10,-0.241457502012144
"OHIO",11,0.610038813225877
"OHIO",12,-0.25058241558194
"OHIO",13,0.295582977336155
"OHIO",14,-0.207629776827991
"OHIO",15,-0.266695919634177
"OHIO",16,-0.204146547850616
"OKLAHOMA",1,-0.278948579758481
"OKLAHOMA",2,-0.419541616913152
"OKLAHOMA",3,-0.553276694649375
"OKLAHOMA",4,-0.41545520285169
"OKLAHOMA",5,-0.142670929964697
"OREGON",1,0.278913101242288
"OREGON",2,-0.344329546777658
"OREGON",3,0.559486702955106
"OREGON",4,0.159887029467409
"OREGON",5,0.117951870529962
"PENNSYLVANIA",1,0.368679479978399
"PENNSYLVANIA",2,0.67975227749142
"PENNSYLVANIA",3,0.332754746740489
"PENNSYLVANIA",4,-0.123942878677508
"PENNSYLVANIA",5,-0.0551989117914789
"PENNSYLVANIA",6,-0.0229591937209516
"PENNSYLVANIA",7,-0.0954819854707314
"PENNSYLVANIA",8,-0.0660475701063833
"PENNSYLVANIA",9,-0.258453470560338
"PENNSYLVANIA",10,-0.24799693064727
"PENNSYLVANIA",11,-0.242475464028685
"PENNSYLVANIA",12,-0.238624791560927
"PENNSYLVANIA",13,-0.0388624137036088
"PENNSYLVANIA",14,0.143302689213793
"PENNSYLVANIA",15,-0.29306823352626
"PENNSYLVANIA",16,-0.13303929871859
"PENNSYLVANIA",17,0.113110741066222
"PENNSYLVANIA",18,0.0529293782850136
"RHODE ISLAND",1,0.238683497640876
"RHODE ISLAND",2,0.244537731286854
"SOUTH CAROLINA",1,-0.139555995797965
"SOUTH CAROLINA",2,-0.205512905297227
"SOUTH CAROLINA",3,-0.402903564402667
"SOUTH CAROLINA",4,-0.301275243835434
"SOUTH CAROLINA",5,-0.186649012948585
"SOUTH CAROLINA",6,0.42925160653553
"SOUTH CAROLINA",7,-0.206781666940834
"SOUTH DAKOTA",0,-0.253540642597375
"TENNESSEE",1,-0.591386911099172
"TENNESSEE",2,-0.461475598071212
"TENNESSEE",3,-0.324555049670734
"TENNESSEE",4,-0.260419428353074
"TENNESSEE",5,0.302677021600743
"TENNESSEE",6,-0.493100708457426
"TENNESSEE",7,-0.447995032002003
"TENNESSEE",8,-0.428819836854211
"TENNESSEE",9,0.571472917142405
"TEXAS",1,-0.485387852363509
"TEXAS",2,-0.23621423971726
"TEXAS",3,-0.168064590040843
"TEXAS",4,-0.525100053270011
"TEXAS",5,-0.277926270085157
"TEXAS",6,-0.162708727374833
"TEXAS",7,-0.116646230649367
"TEXAS",8,-0.519210787189695
"TEXAS",9,0.588738419696447
"TEXAS",10,-0.171135720802239
"TEXAS",11,-0.623481433073897
"TEXAS",12,-0.3965724008685
"TEXAS",13,-0.671814387425863
"TEXAS",14,-0.205140093775735
"TEXAS",15,0.160959099627264
"TEXAS",16,0.363776434308902
"TEXAS",17,-0.227539576313507
"TEXAS",18,0.523698756194761
"TEXAS",19,-0.550606435564944
"TEXAS",20,0.317561772406837
"TEXAS",21,-0.144174847617556
"TEXAS",22,-0.200647998918039
"TEXAS",23,-0.00624566663805031
"TEXAS",24,-0.163165758544987
"TEXAS",25,-0.182396486072903
"TEXAS",26,-0.309131683348997
"TEXAS",27,-0.251116260020049
"TEXAS",28,0.315604691706934
"TEXAS",29,0.487898549136098
"TEXAS",30,0.612018087564333
"TEXAS",31,-0.192202734390248
"TEXAS",32,-0.0839514854925116
"TEXAS",33,0.489017747807079
"TEXAS",34,0.213528579274183
"TEXAS",35,0.36127432199797
"TEXAS",36,-0.489698461197143
"UTAH",1,-0.425137770307003
"UTAH",2,-0.261645526272731
"UTAH",3,-0.478019639334393
"UTAH",4,-0.0377045115800417
"VERMONT",0,0.435585876378134
"VIRGINIA",1,-0.191702419608674
"VIRGINIA",2,-0.0800745797660794
"VIRGINIA",3,0.445533383207954
"VIRGINIA",4,0.0579782216425967
"VIRGINIA",5,-0.13406389626257
"VIRGINIA",6,-0.282823455598278
"VIRGINIA",7,-0.105992699539203
"VIRGINIA",8,0.433383585599832
"VIRGINIA",9,-0.315728393221896
"VIRGINIA",10,-0.034247504460401
"VIRGINIA",11,0.329110033301131
"WASHINGTON",1,0.129117835523456
"WASHINGTON",2,0.244852534458811
"WASHINGTON",3,-0.171357339805109
"WASHINGTON",4,-0.302344316681164
"WASHINGTON",5,-0.193642834278714
"WASHINGTON",6,0.227384505398193
"WASHINGTON",7,0.636881361138282
"WASHINGTON",8,-0.115657348052454
"WASHINGTON",9,0.447947351669597
"WASHINGTON",10,0.167345113319875
"WEST VIRGINIA",1,-0.315888472752712
"WEST VIRGINIA",2,-0.193787661612038
"WEST VIRGINIA",3,-0.211913396404397
"WISCONSIN",1,-0.21257085863894
"WISCONSIN",2,0.37512185703342
"WISCONSIN",3,0.15829120750157
"WISCONSIN",4,0.505984045200986
"WISCONSIN",5,-0.316170343677545
"WISCONSIN",6,-0.182499491936157
"WISCONSIN",7,-0.198582556094841
"WISCONSIN",8,-0.246514322666608
"WYOMING",0,-0.433550418622274
